,comments,label
10764,헐 진짜요??? 그럼 아이폰11은 양쪽다 c타입이고 아이폰11프로는 한쪽만 c인건가요????,
10765,11쓰는데 양쪽다 c타입 아닌걸로 잘 쓰고 있는데요...??,
10766,11이 양쪽 다 c타입이라구요?! Pro도 한쪽만 c타입인데...,
10767,프로는 왜 라이트닝인거죠...?,
10768,맥북도 양쪽 c타입 이에요!,
10769,데이터 켜야 mms오는거랑 앨범정리 너무 불편해요,
10770,고속 충전기도 넣어주세요.. 프로모델만 넣어주고ㅜ,
10771,저만 정품 충전기도 잘 고장났나봐여.. 두 개 빨리 고장나고 이번 거는 오래가는중..,
10772,맞아요 저 아이폰 8쁠에 아이패드는 프로 3 쓰는데 두 개 충전기 달라서 둘 다 들고 어디 나가는 날에는... 챙겨야 할 충전기도 두 배!,
10773,앨범정리 파일정리도..,
10774,케이블 통일시킬거면 하던가 왜 맥북이랑 아패프로만 c타입인지 ㅠ,
10775,진짜웃겨요 하다하다 에어팟프로는 충전잭꽂는부분은c타입이고 에어팟에꽂는부분은8핀에요 뭐하자는건지..지금쓰는 아이폰 에어팟프로 아이패드 3개 충전기가다달라요...같은애플인데ㅠㅠ,
10776,다음 시리즈부터 씨타입 도입된다는 말이 있어요 !,
10777,"애플 원래 조금 느려유 ,, ㅠㅠ 5g도 다음 시리즈부터 이건 확정이라네유 ㅠ",
10778,그래도 이뿌니까 ~ ㅎㅎ 애플 사랑해,
10779,환경 생각해서 c타입 하라는 건데 굳이 고집하는 애플.. 솔직히 악세서리 돈벌려고 그러는 거죠 뭐.,
10780,비싸다는 에어팟 프로 사도 선만 주는,
10781,제 아이패드는 그냥 아이폰거랑 똑같던데 아무튼 애플 여러가지로 불편해요,
10782,아이패드 에어3에서 제발 고속충전기좀... 기본 동봉된 충전기 동생 주고 저는 30W짜리 하나 다시 샀네요...  그리고 다들 애플 아이디 암호를 잊어버리지 말아주세요...,
10783,다 필요없고 충전기 두개 들고다닐테니까 그냥 고속 충전기 부탁드려요 제발...................,
10784,ㅇㅈㅇㅈ,
10785,"그래서 아이패드랑 폰이랑 충전기 따로 들고 다닙니다,,, 프로는 양쪽 다 c타입이어서 소파에 앉아서 충전을 못 해요 흑흑 넘 불편",
10786,에어팟프로 샀는데 한 쪽이 c타입?(이런거 이름 잘 몰라서... 틀릴 수도 있어요ㅠㅠ) 인가 그렇던데.... 갑자기 그렇게 나와서 너무 놀랬어요...전 애플이라곤 아이폰이랑 에어팟 밖에 안 써서.... ㅠㅠ 갑자기 왜이런거죠...? 이렇게 갑자기 바뀌니까 너무 놀랬어요ㅠ 계속 원래 상태 유지해줬으면...... ㅠ,
10787,저 아이폰11프로랑 아이패드 프로 3세대 쓰는데 다 한쪽 c타입이에요 패드는 무려 양쪽이••• 프로 최신형은 다 그렇더라구요  ㅠㅠ,
10788,아.... 프로는 다 그런 거였군요..... 아......... ㅠㅠㅠㅠㅠㅠ,
10789,앨범이랑 문자도요 진짜 화딱지나요,
10790,c타입이 상용화되기 전이라 라이트닝이었던 거고 애플도 c타입 초반부터 나왔어요,
10791,초반에 c타입 만들 때도 돈 때문에 만들었다 비난받고 라이트닝 유지해도 비난받네요... 기업이 돈 생각하는 게 문제인 것도 아니고 지금 와서 바꾸기엔 기존 애플 사용하던 사람들이 다 라이트닝이니 연동을 중요시하는 애플 이미지랑은 안 맞죠 그래도 변경된다는 말도 있더라고요,
10792,22,
10793,바뀐다는 썰이 있긴 하더라고여,
10794,이래나 저래나ㅋㅋㅋ 궂은 변명 하면서 라이트닝 고집하는데 걍 돈 때문에 그러는 게 뻔한..편법 써가면서까지 최대한 뻐탱기다가 바꾸는 척 하고 무선충전으로 넘어가려는 거 다 속보임,
10795,"저 원래 계속 아이폰 쓰려고 했는데 지금 쓰고있는 폰 약정 끝나면 갤럭시로 바꿀까 생각 중입니다.. 요즘에 애플 관련 이것저것 보다보니 많이 별로인 것 같아가지구,,",
10796,나는 진정한 앱등인가보네..  이 많은 불편함을 수긍하고 못느낄만큼 익숙해진건가😔😔,
10797,"아이폰 최고 단점은 달러 결제랑 환불의 어려움이죠,,, 핸드폰에서 바로 결제했을 때 그게 뭘 산거든 어디서 산거든 상관없이 환불할라면 애플에 전화해야하는,,,, 후,, 실수로 결제 한거 환불하려고 전화했다가 상담사님께 혼나면서 환불 받은 기억이,,",
10798,"결국 갤럭시로 넘어온 지금 갤럭시랑 아이폰을 비교해보면 아이폰 - 안되는게 너무 많음, 그대신 가진것을 완벽하게, 갤럭시 - 다 됨. 그대신 가진게 1%씩 부족함 이런느낌이에요 그래서 전 갤럭시에 만족히면서 씁니당,,",
10799,저는 전화 한번도 안 하고 다 환불 받았어요ㅋㅋ 애플 고객지원에서 환불신청하면 바로바로 해주던데요,
10800,맥북 씨타입인데요..?,
10801,전혀 불편함을 모르고 쓰는중.... 둔한건가,
10802,그래두 경험상 애플 충전기가 고장이 안나요 7년 된 충전기 아직도 씁니당!,
10803,맞아요 6s만 4년동안 쓰다가 11로 바꿨는데 이어폰 충전기 다 그대로 쓰고있어여 ㅋㅋㅋㅋ,
10804,이해안가는짓을해도 잘팔리니까 굳이 안바꾸는거같음....,
10805,잉 그래도 c타입 나오기 전 다른 스마트폰 쓸 땐 아이폰 지금 케이블이 부럽다는 글 본거 같은뎅... 아무 방향으로 꽂아도 된다고.. c타입과 동일한 장점이 있는데 굳이 바꿀 필요?,
10806,편의점 충전기 쓰세요 진짜 튼튼.....,
10807,아 애플은 mms를 데이터켜야 되나요?어쩐지.. 법원갈일있어서 갔는데 어떤분들이 일정변경 문자같은거 안왔다고 난리치시던데 핸드폰문제였군여..,
10808,아이폰도 쓰고 갤럭시도 써봤지만 항상 느끼는건 디자인 갬성 다 빼고 한국에서 쓰기에는 확실히 갤럭시가 편함....그건 너무 당연해요8ㅅ8  갤럭시는 공인인증서도 볼 수 있고. 디자인 때문에 아이폰 갤럭시 왔다갔다 거린건데 이번에 아이폰 디자인 적응 실패하고 갤럭시가 디자인 연속으로 잘뽑아서 처음으로 몇년째 갤럭시 정착중임.. 다음에 어디로 갈지는 또 새모델 나와봐야 알겠지만,
10809,"애플은 다른 회사는 커녕 자기 회사 내에서도 통일이 안됐잖아요  usb A to 라이트닝, usb C to 라이트닝, usb C to usb C 이거는 그냥 자기들 라이트닝 못잃어서 그런거 같은데,, 아 저는 아이폰 팔플, 에어팟 쓰고있는 애플 유저입니다",
10810,돈 잘버니까 저거 쓴다고 들었ㄴ는데..,
10811,맥북은 양쪽다 씨타입이에요,
10812,맥북프로는 제일 먼저 c타입으로 만들었으면서아이폰은 왜 또 c타입으로 안바꿔주는지 모르겠어요...,
10813,전 라이트닝이 더 편해요 충전기 들어갈 때 쏙 잘 들어가는 느낌이라 뿌듯해요,
10814,애플은... 못 바꾸는 것보다 꼼수 써서 안 바꾸는 쪽이 맞지 않나용 충전기 두 개씩 들고 다니는 거 너무 불편해요,
10815,ㅠㅠ 보조배터리랑 충전단자 안 맞아서 충전기 두 개 꽂아 놓는 거 불편해요,
10816,전 라이트닝이 더 좋은데.. 뭐가 불편하다는거죠? 정말 궁금해서요..!!! C타입과 달리 앞뒤 구분없이 그냥 끼우면 돼서 너무 편해용,
10817,c타입도 앞뒤 구분 없어용!,
10818,헉 그래요..? 안드로이드 쓴지 오래돼서 옛날거랑 헷갈렸네욤,
10819,ㅁ..뭐지... 저는 불편한건 없더라고요... 13업뎃하고 나서 볼륨조절 박스도 옆으로 가서 불편한거 사라졌어요,
10820,"저건 안불편한데 mms확인이랑 재난경보문자, 앨범 정리, 공인 인증서, 애플페이 미지원 이게 제~~~~~일 불편",
10821,꼼수부리는거 너무 싫어요ㅠ,
10822,휴...그래서 저도 충전기 세개 들고 다녀요... 기존 8핀 C타입 라이트닝.... 제발 하나로 통합했으면..ㅠ,
10823,저는 아이폰8 쓰는데 충전하면서 이어폰 못 끼는거요...,
10824,달러환율로 결제되는거랑 음악파일 바로 다운 못받는게 제일 불편해요 근데 갤럭시로 돌아가자니 엣지때문에 폰 박살났던거 생각나서 그러지도 못하겠는..,
10825,케이블 너무 비싸요 ㅎㅎ 어쩔 수 없이 그것만 사야하는 거 알고 그런건지.... 그리고 음악 바로 못 넣는 것뚜..,
10826,저도 어제 고장났어요...,
10827,문서 바로 못 여는 거 말고는 뭐... 이제 불편함은 없음,
10828,"이제 바꿀까 생각중,,, 갤럭시로,, 다케시마 건도 있고 이제 안녕...",
10829,예 ? 11 양쪽이 c타입 한 쪽이 c타입 이게 무근소리인가요?,
10830,다른 불편함은 없는데 가격이 참... 정품 아니면 인식 안되는 경우도 많고 차라리 비싸더라도 정품사서 오래 쓰는 게 낫더라고요... 근데 진짜 인간적으로 너무 비싸잖아요...!!!!!!! ㅠㅜㅜㅜㅠㅠㅠ,
10831,조금이라도 긴 문자는 데이터 안 키면 안 날라오는 거...... 평소 데이터 안 켜두고 있어서 한 번 키는 날에는 주르륵 날라옵니다...언제 온 건지 알 수도 없어서 짜증남 심지어 문자 보낼 때도 가끔 데이터 켜야 돼서 귀차나요...,
10832,원래 전자제품 회사들 다들 환경 문제로 단자 맞추는 각서 써서 지금 거의 대부분 제품들 C타입 쓰고 있는데 애플만 라이트닝 고집해서 안 쓴 거예요... 환경 때문에 그렇다고 하는데 환경 때문에 C타입으로 고정하자는 각서 써놓고 또 환경 탓하면서 라이트닝 케이블 못 버리는 거 진짜 이중성... 라이트닝 케이블 다 소진한 다음에 무선 충전으로 갈아타려고 그랬던 거 같은데 이번에 유럽 의회에서 압박 들어오고 고속충전이랑 고속데이터전송에서 라이트닝 케이블이 너무 딸리니까 이번에 바꿨죠... 바꾸려면 진즉 바꿨어야 하는데 늦장부려요,
10833,맥북 노트10 에어팟 들고 다니는 사람으로 에어팟만 라이트닝이니까 불편하긴해요. 라이트닝만 쓰거나 C타입만 쓰거나하면 안 불편할꺼같은데 에어팟만 라이트닝이라...,
10834,맥북프로 쓴지 2년이 넘었는데 충전기 c타입인거 얼마전에 알았어요ㅋㅋㅋㅋㅋ,
10835,앨범정리가 젤불편 ㅜ,
10836,앨 범 정 리 제 발,
10837,다른건 다 그러려니 하겠는데 mms랑 앨밤정리 제발... 그거때문에 다른곳으로 넘어왔어요 ㅠ,
10838,저걸로 버는 돈이 얼만디 애플이 바꾸것습니까..,
10839,ㅇㅈㅇㅈㅇㅈ 그래서 무선 충전기 하나 장만했는데 뭔가.. 노트북에 소세지처럼 줄줄이 달려있는데 불편해뇨..,
10840,아 그니까ㅜ,
10841,ㅇㅈㅇㅈ,
10842,아이패드 프로만 애플이라 집에 있는 모든 전자기기 충전기 하나로 해결 가능^!^,
10843,소리질러도 됩니까....후......,
10844,이거 어디서 주변기기 판매율 때문에 못바꾸는거라고 봤는데...,
10845,전 그래서 갤럭시로 갈아탖니다 ... 오년만에 .. 인덕션도 한동안 안바뀔 것 같고 갤20 이번에 디자인 갠춘해요,
10846,아이폰 충전기 고장나구 또 쉽게 고장날 바에야 정품 쓰자 해서 고속충전기 어댑터랑 케이블 샀는데 64000원인가 나와ㅛ었어요 ㅠ,
10847,저도 갤럭시로 갈아타려구욧...,
10848,헉.. 난 갤럭시만 써야겟다,
10849,저는 문서랑 공인인증서요,
10850,아이패드 프로에 들어있는 충전기는 C타입-USB아니고 양쪽 다 C타입이던데... ㅠㅠ 원래 애플 제품엔 애플 충전기만 쓰다가 아이패드 프로 사고 처음으로 다른 충전기 연결해봤네요,
10851,올,
10852,엄 왜 없죠,
10853,굿락 앱 까셔야해용!,
10854,올,
10855,저거 하려면 설정 아니고 갤럭시 스토어에서 굿락을 깐 다음 원 핸드 오퍼레이션 깔면 됩니다~,
10856,아이폰 클립보드 웂는 거 너무 불편..,
10857,멀티테스킹 안되는 것두요 ㅠㅠ 똑같은 유튭 프리미엄인데 왜 안돼 ㅠㅠㅠ,
10858,네이버 키보드엔 클립보드 있어요~!,
10859,허헛 잘쓰고 있습니다 +네비게이션 바까지!,
10860,헐 처음 봤어요 대박적!!!@,
10861,갤럭시 쓸 때 그냥... 뒤로가기 누르게 되더라구요 하핫,
10862,그 무슨 갤럭시 자동번역? 그거 어떻게 하는건지 왜안뜰까여...그거보고 삼성 천재라ㅜ생각했는데,
10863,사진에있는 글씨 번역해주는거면 빅스비 비전으로 하시면 됩니당!,
10864,앞으로 가기도 설정 가능해요~!~!~!,
10865,홀 대박쓰,
10866,저거 없어도 안드로이드 10으로 업뎃하면 가능해욘,
10867,굿락없이 어디서 할 수 있어요!????,
10868,소프트웨어 업데이트하니까 아이폰처럼 됐어여,
10869,우와,
10870,와 .. 바로 설치하고 왔어요,
10871,갤럭시는 분할하는 게 넘 좋음,
10872,님앙...혹싀 분할 어케하ㅡ는지 알 수 잇슬까욤 ...?.?,
10873,동그라미 친거 누르시면 하단에 이렇게 떠요,
10874,대박...진ㅋ자감사합니다...,
10875,갤럭시는 음악다운로드 어플로 바로 받을수 있는게 제일 부러워요..^^ 음악 다운받고 담아듣는 사람은 그게 제일 편하죠ㅠㅠ,
10876,갤럭시 앱페어   자주쓰는거    엣지패널에  저장해놓고 필요할때 바로 분활화면 띄우기  진짜 편해요. 티케팅 할때 꿀ㅋㅋㅋ 캡쳐 화면링크는 쇼핑할때 꿀이고요..아이폰도 좋았지만  갤럭시 갈아타고 만족도 최고예요ㅋㅋ,
10877,올,
10878,엄 왜 없죠,
10879,굿락 앱 까셔야해용!,
10880,올,
10881,저거 하려면 설정 아니고 갤럭시 스토어에서 굿락을 깐 다음 원 핸드 오퍼레이션 깔면 됩니다~,
10882,아이폰 클립보드 웂는 거 너무 불편..,
10883,멀티테스킹 안되는 것두요 ㅠㅠ 똑같은 유튭 프리미엄인데 왜 안돼 ㅠㅠㅠ,
10884,네이버 키보드엔 클립보드 있어요~!,
10885,허헛 잘쓰고 있습니다 +네비게이션 바까지!,
10886,헐 처음 봤어요 대박적!!!@,
10887,갤럭시 쓸 때 그냥... 뒤로가기 누르게 되더라구요 하핫,
10888,그 무슨 갤럭시 자동번역? 그거 어떻게 하는건지 왜안뜰까여...그거보고 삼성 천재라ㅜ생각했는데,
10889,사진에있는 글씨 번역해주는거면 빅스비 비전으로 하시면 됩니당!,
10890,앞으로 가기도 설정 가능해요~!~!~!,
10891,홀 대박쓰,
10892,저거 없어도 안드로이드 10으로 업뎃하면 가능해욘,
10893,굿락없이 어디서 할 수 있어요!????,
10894,소프트웨어 업데이트하니까 아이폰처럼 됐어여,
10895,우와,
10896,와 .. 바로 설치하고 왔어요,
10897,갤럭시는 분할하는 게 넘 좋음,
10898,님앙...혹싀 분할 어케하ㅡ는지 알 수 잇슬까욤 ...?.?,
10899,동그라미 친거 누르시면 하단에 이렇게 떠요,
10900,대박...진ㅋ자감사합니다...,
10901,갤럭시는 음악다운로드 어플로 바로 받을수 있는게 제일 부러워요..^^ 음악 다운받고 담아듣는 사람은 그게 제일 편하죠ㅠㅠ,
10902,갤럭시 앱페어   자주쓰는거    엣지패널에  저장해놓고 필요할때 바로 분활화면 띄우기  진짜 편해요. 티케팅 할때 꿀ㅋㅋㅋ 캡쳐 화면링크는 쇼핑할때 꿀이고요..아이폰도 좋았지만  갤럭시 갈아타고 만족도 최고예요ㅋㅋ,
10903,올,
10904,엄 왜 없죠,
10905,굿락 앱 까셔야해용!,
10906,올,
10907,저거 하려면 설정 아니고 갤럭시 스토어에서 굿락을 깐 다음 원 핸드 오퍼레이션 깔면 됩니다~,
10908,아이폰 클립보드 웂는 거 너무 불편..,
10909,멀티테스킹 안되는 것두요 ㅠㅠ 똑같은 유튭 프리미엄인데 왜 안돼 ㅠㅠㅠ,
10910,네이버 키보드엔 클립보드 있어요~!,
10911,허헛 잘쓰고 있습니다 +네비게이션 바까지!,
10912,헐 처음 봤어요 대박적!!!@,
10913,갤럭시 쓸 때 그냥... 뒤로가기 누르게 되더라구요 하핫,
10914,그 무슨 갤럭시 자동번역? 그거 어떻게 하는건지 왜안뜰까여...그거보고 삼성 천재라ㅜ생각했는데,
10915,사진에있는 글씨 번역해주는거면 빅스비 비전으로 하시면 됩니당!,
10916,앞으로 가기도 설정 가능해요~!~!~!,
10917,홀 대박쓰,
10918,저거 없어도 안드로이드 10으로 업뎃하면 가능해욘,
10919,굿락없이 어디서 할 수 있어요!????,
10920,소프트웨어 업데이트하니까 아이폰처럼 됐어여,
10921,우와,
10922,와 .. 바로 설치하고 왔어요,
10923,갤럭시는 분할하는 게 넘 좋음,
10924,님앙...혹싀 분할 어케하ㅡ는지 알 수 잇슬까욤 ...?.?,
10925,동그라미 친거 누르시면 하단에 이렇게 떠요,
10926,대박...진ㅋ자감사합니다...,
10927,갤럭시는 음악다운로드 어플로 바로 받을수 있는게 제일 부러워요..^^ 음악 다운받고 담아듣는 사람은 그게 제일 편하죠ㅠㅠ,
10928,갤럭시 앱페어   자주쓰는거    엣지패널에  저장해놓고 필요할때 바로 분활화면 띄우기  진짜 편해요. 티케팅 할때 꿀ㅋㅋㅋ 캡쳐 화면링크는 쇼핑할때 꿀이고요..아이폰도 좋았지만  갤럭시 갈아타고 만족도 최고예요ㅋㅋ,
10929,올,
10930,엄 왜 없죠,
10931,굿락 앱 까셔야해용!,
10932,올,
10933,저거 하려면 설정 아니고 갤럭시 스토어에서 굿락을 깐 다음 원 핸드 오퍼레이션 깔면 됩니다~,
10934,아이폰 클립보드 웂는 거 너무 불편..,
10935,멀티테스킹 안되는 것두요 ㅠㅠ 똑같은 유튭 프리미엄인데 왜 안돼 ㅠㅠㅠ,
10936,네이버 키보드엔 클립보드 있어요~!,
10937,허헛 잘쓰고 있습니다 +네비게이션 바까지!,
10938,헐 처음 봤어요 대박적!!!@,
10939,갤럭시 쓸 때 그냥... 뒤로가기 누르게 되더라구요 하핫,
10940,그 무슨 갤럭시 자동번역? 그거 어떻게 하는건지 왜안뜰까여...그거보고 삼성 천재라ㅜ생각했는데,
10941,사진에있는 글씨 번역해주는거면 빅스비 비전으로 하시면 됩니당!,
10942,앞으로 가기도 설정 가능해요~!~!~!,
10943,홀 대박쓰,
10944,저거 없어도 안드로이드 10으로 업뎃하면 가능해욘,
10945,굿락없이 어디서 할 수 있어요!????,
10946,소프트웨어 업데이트하니까 아이폰처럼 됐어여,
10947,우와,
10948,와 .. 바로 설치하고 왔어요,
10949,갤럭시는 분할하는 게 넘 좋음,
10950,님앙...혹싀 분할 어케하ㅡ는지 알 수 잇슬까욤 ...?.?,
10951,동그라미 친거 누르시면 하단에 이렇게 떠요,
10952,대박...진ㅋ자감사합니다...,
10953,갤럭시는 음악다운로드 어플로 바로 받을수 있는게 제일 부러워요..^^ 음악 다운받고 담아듣는 사람은 그게 제일 편하죠ㅠㅠ,
10954,갤럭시 앱페어   자주쓰는거    엣지패널에  저장해놓고 필요할때 바로 분활화면 띄우기  진짜 편해요. 티케팅 할때 꿀ㅋㅋㅋ 캡쳐 화면링크는 쇼핑할때 꿀이고요..아이폰도 좋았지만  갤럭시 갈아타고 만족도 최고예요ㅋㅋ,
10955,홈 이동은 아이폰 이전에도 있던 거 아닌가,
10956,이거 완전 편해염..! 계속 이거 쓰다가 갑자기 아이폰 써봤는데 불편한 느낌..,
10957,"제스쳐 잘만 설정해두면 가로세로대각선 원하는 방향으로 쓸기만 해도 이전 앱, 실행 중인 앱, 화면 캡처, 화면 분할, 홈 화면 등등 온갖 기능 다 사용 가능해요! 진짜진짜 유용합니다~~~",
10958,(본인이 직접 삭제한 댓글입니다),
10959,갤럭시 good lock 사용법 검색하시면 자세히 나와요!,
10960,홈 이동은 아이폰 이전에도 있던 거 아닌가,
10961,이거 완전 편해염..! 계속 이거 쓰다가 갑자기 아이폰 써봤는데 불편한 느낌..,
10962,"제스쳐 잘만 설정해두면 가로세로대각선 원하는 방향으로 쓸기만 해도 이전 앱, 실행 중인 앱, 화면 캡처, 화면 분할, 홈 화면 등등 온갖 기능 다 사용 가능해요! 진짜진짜 유용합니다~~~",
10963,(본인이 직접 삭제한 댓글입니다),
10964,갤럭시 good lock 사용법 검색하시면 자세히 나와요!,
10965,홈 이동은 아이폰 이전에도 있던 거 아닌가,
10966,이거 완전 편해염..! 계속 이거 쓰다가 갑자기 아이폰 써봤는데 불편한 느낌..,
10967,"제스쳐 잘만 설정해두면 가로세로대각선 원하는 방향으로 쓸기만 해도 이전 앱, 실행 중인 앱, 화면 캡처, 화면 분할, 홈 화면 등등 온갖 기능 다 사용 가능해요! 진짜진짜 유용합니다~~~",
10968,(본인이 직접 삭제한 댓글입니다),
10969,갤럭시 good lock 사용법 검색하시면 자세히 나와요!,
10970,홈 이동은 아이폰 이전에도 있던 거 아닌가,
10971,이거 완전 편해염..! 계속 이거 쓰다가 갑자기 아이폰 써봤는데 불편한 느낌..,
10972,"제스쳐 잘만 설정해두면 가로세로대각선 원하는 방향으로 쓸기만 해도 이전 앱, 실행 중인 앱, 화면 캡처, 화면 분할, 홈 화면 등등 온갖 기능 다 사용 가능해요! 진짜진짜 유용합니다~~~",
10973,(본인이 직접 삭제한 댓글입니다),
10974,갤럭시 good lock 사용법 검색하시면 자세히 나와요!,
10975,설마요; 갤럭시S가 있는데 잘될리가요~,
10976,뭐지 시간여행잉가,
10977,대세는 고아라폰이죠,
10978,스마트폰을 쓰기엔 아직..ㅠ,
10979,오늘이.....4월 6일인데요.......ㅠㅠ,
10980,오늘이.....4월 6일인데요.......ㅠㅠ,
10981,디자인은 8에다 성능도 좋으니 가성비 갑이네욥 ㅠㅠ현재 8쓰면서 만족하지만 se화이트 사고싶어요,
10982,아이폰 11보다 카메라가 더 좋은건가요..?,
10983,22궁금해요,
10984,아니요,
10985,나와봐야알겠지만 더 좋을 순 없어요 ㅎㅎ,
10986,카메라 화질은 다운그레이드 됐다는 소식이 들리던데 확실한건 나와봐야 알 것 같아요!,
10987,저도 잘은 모르겠지만 8도 X 메인 동일하다고 나와있는데 실제로 8이랑 X 카메라 차이가 꽤 나서 11만큼 좋지는 않을거 같아요...! 아마?,
10988,11프로인데 8디자인이면 저걸로 바꾸고 싶다ㅜㅜㅜ,
10989,다들 삼성 쓰세요!!!! 저 7년동안 아이폰쓰다가 이번에 삼성 갤럭시 20+로 갈아탔는데 정말 좋네용@!!!!!!!!!삼성 이렇게 좋은걸 왜 여태 몰랐을까!!!!!다들 우리나라 무시하는 애플말고!!!!!! 삼!!!성!!!!쓰시는건!!!어떠신가요!!!!!꺄울 삼성 넘조아 ㅋ♡,
10990,20 20+ 울트라 중에서 플러스로 선택하신 이유가 있나요? 너무 고민돼서요ㅜㅜㅜㅜ,
10991,ㅋㅋㅋㅋ앗...근데 생각보다 너무 심플한 이유라..... 울트라는 폰더 더 크고 화질도 좋다 하엿지만 그정도 까지 화질은 필요없었구 색상이 제가 원하는 하늘색은 울트라는 없엇어요.... 20+는 하늘색도잇엇구 화질도 좋앗구 제거 아이폰8+쓰고잇엇는데 그거랑 크기도 같앗는데 훨씬 가볍고 화면이 넓어서 이거다 싶어서 이걸루 삿죵!!!,
10992,SE면 작아야지ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ뿌엥,
10993,헐 좋아요ㅠㅠㅠㅠ,
10994,와 후면 무광에 카메라하나.. 사고싶다 제일 디자인 괜찮은듯 홈버튼도 좋고..ㅋㅋ,
10995,아 제발 핑크색 나와줘.. ㅠ 그럼 다음 폰으로 살게 젭알 핑크색 나와줘ㅠㅠ,
10996,디자인은 8에다 성능도 좋으니 가성비 갑이네욥 ㅠㅠ현재 8쓰면서 만족하지만 se화이트 사고싶어요,
10997,아이폰 11보다 카메라가 더 좋은건가요..?,
10998,22궁금해요,
10999,아니요,
11000,나와봐야알겠지만 더 좋을 순 없어요 ㅎㅎ,
11001,카메라 화질은 다운그레이드 됐다는 소식이 들리던데 확실한건 나와봐야 알 것 같아요!,
11002,저도 잘은 모르겠지만 8도 X 메인 동일하다고 나와있는데 실제로 8이랑 X 카메라 차이가 꽤 나서 11만큼 좋지는 않을거 같아요...! 아마?,
11003,11프로인데 8디자인이면 저걸로 바꾸고 싶다ㅜㅜㅜ,
11004,다들 삼성 쓰세요!!!! 저 7년동안 아이폰쓰다가 이번에 삼성 갤럭시 20+로 갈아탔는데 정말 좋네용@!!!!!!!!!삼성 이렇게 좋은걸 왜 여태 몰랐을까!!!!!다들 우리나라 무시하는 애플말고!!!!!! 삼!!!성!!!!쓰시는건!!!어떠신가요!!!!!꺄울 삼성 넘조아 ㅋ♡,
11005,20 20+ 울트라 중에서 플러스로 선택하신 이유가 있나요? 너무 고민돼서요ㅜㅜㅜㅜ,
11006,ㅋㅋㅋㅋ앗...근데 생각보다 너무 심플한 이유라..... 울트라는 폰더 더 크고 화질도 좋다 하엿지만 그정도 까지 화질은 필요없었구 색상이 제가 원하는 하늘색은 울트라는 없엇어요.... 20+는 하늘색도잇엇구 화질도 좋앗구 제거 아이폰8+쓰고잇엇는데 그거랑 크기도 같앗는데 훨씬 가볍고 화면이 넓어서 이거다 싶어서 이걸루 삿죵!!!,
11007,SE면 작아야지ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ뿌엥,
11008,헐 좋아요ㅠㅠㅠㅠ,
11009,와 후면 무광에 카메라하나.. 사고싶다 제일 디자인 괜찮은듯 홈버튼도 좋고..ㅋㅋ,
11010,아 제발 핑크색 나와줘.. ㅠ 그럼 다음 폰으로 살게 젭알 핑크색 나와줘ㅠㅠ,
11011,제발 나와줘요 폰이 거지꼴인데도 기다리고 있단 말이에요 엉엉,
11012,기다리겠습니다...,
11013,지금8인데 그냥 se살까봐요ㅜㅜ se2020은 예쁘긴 한데 8이랑 너무 똑같아요,
11014,저 그래서 얼마 전에 se 샀습니다!!!!! 멈 예뻐요ㅠㅠㅜㅜㅜㅠㅠㅠ,
11015,ㅠ ㅠ ㅠ ㅠ ㅠ 스그 넘 사고 싶어요 se특유의 감성이 😖👍👍,
11016,저두 최근까지 썼는데 ㅠㅠㅠㅠ짜 너ㅜ너무 예쁜데 발열이 심하더라구요ㅠㅠㅠㅠ최신 업데이트를 버거워해요...!,
11017,헉 예전거라 애가 못버티는것도 있나보네요ㅠㅠㅠ 넘 고민되네요😭😭😭,
11018,맞아요 인터넷 서핑이나 유투브만 보신다면 구매셔도 괜찮을 것 같아요;-),
11019,8-8 따끈따끈한 정보 감사합니다!!!,
11020,엑스원 조승연에게,
11021,넹넹 좋은 구매 되세요 ㅎㅅㅎ,
11022,아이폰 6때 케이스 같아요 사이즈가 비슷한가...?,
11023,몇 년째 7로 중입니다...어서 나와주세요..,
11024,언제 나오나요ㅠ,
11025,"7+ 쓰는 중인데 고민이에요... 조금 비싸더라도 11이나 xs, x 시리즈 살까 아니면 se2020 살까... 새 se 시리즈 나오면 무조건 그거다 했었는데 생각보다 기대에 못 미쳐서... ㅠㅠ",
11026,저는... 맨 첨에 나온 것 처럼 5/5s 모델을 기준으로 놓고 만든 se2를 기다렸는데 ㅠㅠ 그냥 xs 2년 딱 맞춰서 쓰고 12 나오면 그거 사려고요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 넘 8이랑 똑같아서 아주 아주 아주 조금 실망쓰 ㅠㅠ...,
11027,아이폰6 중..,
11028,제발 나와줘요 폰이 거지꼴인데도 기다리고 있단 말이에요 엉엉,
11029,기다리겠습니다...,
11030,지금8인데 그냥 se살까봐요ㅜㅜ se2020은 예쁘긴 한데 8이랑 너무 똑같아요,
11031,저 그래서 얼마 전에 se 샀습니다!!!!! 멈 예뻐요ㅠㅠㅜㅜㅜㅠㅠㅠ,
11032,ㅠ ㅠ ㅠ ㅠ ㅠ 스그 넘 사고 싶어요 se특유의 감성이 😖👍👍,
